message_id,image_path,detected_object_class,confidence_score
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,person,0.49513962864875793
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,person,0.44175994396209717
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,chair,0.3012997508049011
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,bottle,0.2580183446407318
171665,data/raw/telegram_images\2025-06-27\tikvahpharma\171665.jpg,person,0.8602191805839539
171665,data/raw/telegram_images\2025-06-27\tikvahpharma\171665.jpg,person,0.8554275035858154
171665,data/raw/telegram_images\2025-06-27\tikvahpharma\171665.jpg,person,0.634963870048523
171665,data/raw/telegram_images\2025-06-27\tikvahpharma\171665.jpg,person,0.6212612390518188
171665,data/raw/telegram_images\2025-06-27\tikvahpharma\171665.jpg,person,0.5238943696022034
18288,data/raw/telegram_images\2025-06-28\lobelia4cosmetics\18288.jpg,stop sign,0.3464035987854004
171704,data/raw/telegram_images\2025-06-28\tikvahpharma\171704.jpg,bird,0.4024740755558014
171722,data/raw/telegram_images\2025-06-29\tikvahpharma\171722.jpg,laptop,0.6579001545906067
171722,data/raw/telegram_images\2025-06-29\tikvahpharma\171722.jpg,tv,0.4649592638015747
171729,data/raw/telegram_images\2025-06-29\tikvahpharma\171729.jpg,person,0.861836850643158
171730,data/raw/telegram_images\2025-06-29\tikvahpharma\171730.jpg,person,0.8464560508728027
171732,data/raw/telegram_images\2025-06-30\tikvahpharma\171732.jpg,tv,0.819843053817749
171732,data/raw/telegram_images\2025-06-30\tikvahpharma\171732.jpg,cell phone,0.2595665752887726
171759,data/raw/telegram_images\2025-06-30\tikvahpharma\171759.jpg,chair,0.2536200284957886
171764,data/raw/telegram_images\2025-06-30\tikvahpharma\171764.jpg,person,0.9064989686012268
171764,data/raw/telegram_images\2025-06-30\tikvahpharma\171764.jpg,person,0.8644117116928101
171764,data/raw/telegram_images\2025-06-30\tikvahpharma\171764.jpg,person,0.8563331365585327
171764,data/raw/telegram_images\2025-06-30\tikvahpharma\171764.jpg,person,0.8313069343566895
171764,data/raw/telegram_images\2025-06-30\tikvahpharma\171764.jpg,person,0.6300643682479858
171764,data/raw/telegram_images\2025-06-30\tikvahpharma\171764.jpg,person,0.44390901923179626
